ID,분류,항목,적용 시점,운동 추천,실시간 코칭,지식베이스,핵심 룰 (한 줄),입력값,출력값/동작,활용 예시,출처,URL,신뢰도
E12,실시간 코칭,바벨 로우 폼 큐,세트 중,-,Y,Y,"힙힌지 45도, 척추 중립, 바를 배꼽 하단으로, 팔꿈치 옆구리 향함, 견갑 후퇴",운동명·셋업,셋업 체크리스트·큐 출력,셋업 가이드 + 외적 큐,Strength Log,https://www.strengthlog.com/barbell-row/,★★☆
E13,실시간 코칭,Valsalva 호흡,세트 중,-,Y,Y,고중량(>80%) 시 들숨 → 호흡정지로 복강내압 형성 → 하강 → 상승 후 배출. 고혈압자 주의,"무게 비율, 운동 종류",호흡 큐 자동 출력,컴파운드 80%+ 세트 시작 전 호흡 안내,NSCA Essentials / Hackett 2013,https://pubmed.ncbi.nlm.nih.gov/23222073/,★★★
E14,실시간 코칭,가동범위 (ROM) 기준,세트 중,Y,Y,Y,풀ROM이 부분반복보다 근비대·근력 우월. 단 신장 위치 강조 부분반복은 풀ROM 동등 또는 우월,"운동명, 사용자 ROM 데이터",ROM 부족 시 큐 출력,스쿼트 깊이 부족 감지 → '엉덩이 더 내려' 큐,Pedrosa 2022 (Eur J Sport Sci),https://pubmed.ncbi.nlm.nih.gov/33977835/,★★★
E15,실시간 코칭,부상 신호 vs 근육통,세션 중 / 세션 후,-,Y,Y,관절통·날카로운 통증·국소 통증=부상 신호. 양측 대칭 둔통 24~72h=DOMS(정상),사용자 통증 위치/강도/시점,운동 중단 권고 또는 정상 신호 분기,통증 입력 → 부위/패턴 분석 → 중단/계속 분기,Cheung 2003 (DOMS 리뷰),https://pubmed.ncbi.nlm.nih.gov/12617692/,★★☆
E16,실시간 코칭,컴파운드 셋업 체크리스트,세트 직전,-,Y,-,①발 위치 ②그립 너비 ③척추 중립 ④광배/코어 잠금 ⑤호흡 셋팅 5단계,운동명,단계별 체크리스트 UI,모든 컴파운드 첫 세트 전 자동 표시,NSCA / Starting Strength,https://startingstrength.com/article/the_squat,★★★
E17,실시간 코칭,그립 너비/유형,세션 전,Y,Y,Y,"벤치: 어깨너비 1.5배. 데드: 어깨너비. 풀업: 광배=와이드, 이두=내로우/언더. 후크그립=고중량 데드","운동명, 목표 근육",권장 그립 너비/유형 출력,운동 선택 시 그립 옵션 안내,PowerliftingTechnique / SBS,https://startingstrength.com/article/grip-width-on-the-bench-press,★★☆
F05,운동 선택,SFR (자극/피로 비율),세션 전,Y,-,Y,"컴파운드 SFR 보통, 머신/아이솔 SFR 우수. 부상·피로 시 SFR 높은 운동으로 대체","부상 부위, 피로 상태",대체 운동 후보 추천,무릎 통증 입력 → 백스쿼트 대신 레그프레스 추천,Israetel / RP,https://www.strongerbyscience.com/exercise-selection/,★★☆
G01,회복/디로드,디로드 정의·주기,주간 단위,Y,-,Y,훈련 자극 의도적 감소 (5~7일). 평균 4~6주마다 시행,"주차 누적, 사용자 입력",4~6주마다 자동 디로드 주차 스케줄,메조사이클 5주차에 자동 디로드 주 삽입,Bell et al / Frontiers,https://www.frontiersin.org/journals/sports-and-active-living/articles/10.3389/fspor.2022.1073223/full,★★★
G02,회복/디로드,디로드 트리거 (자동 감지),세션 후,-,Y,Y,"같은 무게에 RPE +2 상승, 수면·식욕 악화, 관절통 누적, 동기 저하 → 디로드 신호","최근 3+ 세션 RPE drift, 수면, 통증",디로드 권고 알림,3세션 연속 RPE drift +2 → '이번 주 디로드 권장' 푸시,Israetel / Bell 2024,https://shura.shu.ac.uk/35313/3/Bell-APracticalApproach(AM).pdf,★★★
G03,회복/디로드,디로드 처방 방법,주간 단위,Y,-,Y,"볼륨 -50%, 강도 -10~20%, 빈도 유지",현재 주간 처방,디로드 주차 처방값 자동 생성,디로드 주: 세트 절반·무게 85% 자동 적용,Bell 2024 / RP,https://pmc.ncbi.nlm.nih.gov/articles/PMC10511399/,★★★
G04,회복/디로드,주간 부하 +10% 룰 (부상 예방),주간 단위,Y,Y,Y,주간 총 부하 증가는 10% 이내. 초과 시 부상 위험. ACWR 0.8~1.3 안전 구간,이번주 vs 지난주 총볼륨,초과 시 경고/상한 적용,주간 볼륨 +15% 이상 증가 시 '부상 위험' 경고,Gabbett ACWR,https://gymaware.com/progressive-overload-the-ultimate-guide/,★★★
G05,회복/디로드,디로드 주 볼륨/강도 정량 처방,디로드 주 1회,Y,-,Y,"직전 마이크로사이클 대비 세트 수 50% 감축, 무게는 그대로(또는 -10%), 빈도는 유지. 기간은 5~7일(1주)","직전 주 세트 수, 평균 무게, 훈련 빈도","디로드 주 처방: 세트 수 ½, 무게 90~100% 유지, 같은 분할","6주 메조 종료 후: 가슴 16세트→8세트, 벤치 100kg→90~100kg, 주 4회 그대로","Helms 3DMJ ""How Do We Deload? Pt.1"" + Renaissance Periodization",https://www.3dmusclejourney.com/blog/how-do-we-deload-part-1,★★★
G06,회복/디로드,고피로 시 강도까지 동시 감축,디로드 주 (피로 高),Y,-,Y,피로가 매우 높으면(관절통·수면 저하 동반) 세트도 ½ + 무게도 50% 동시 감축. 일반 피로면 볼륨만 ½,누적 피로 신호(관절통·수면·동기 점수),강도 감축 여부 결정: 일반=무게 유지 / 고피로=무게 50%,디로드 직전 4주 RPE 평균 9 초과 + 수면 6h 미만 → 무게 50%·세트 ½,"Israetel / Renaissance Periodization ""Advanced Deload Strategies""",https://renaissanceperiodization.com/dr-mike-israetel-compilation/,★★☆
G07,회복/디로드,디로드 트리거 신호 (다지표 자동),매주말 자동 평가,-,Y,Y,다음 중 ≥2개 충족 시 익주 디로드 자동 권고: ①RPE drift +1.5 이상 ②수면 <6h 주 4일+ ③관절통 NPRS ≥4 ④동기 ≤2/5 ⑤최근 PR 후 14일 경과,"주간 RPE 추이, 수면, 통증 NPRS, 동기 점수","""디로드 권고"" 알림 + 다음 주 처방 자동 G05/G06으로 전환",4주차 종료 시 RPE +1.7 & 수면 5.2h 평균 → 5주차 자동 디로드 처방,Bell et al. 2023 Delphi Consensus (Sports Medicine - Open),https://pmc.ncbi.nlm.nih.gov/articles/PMC10511399/,★★★
G08,회복/디로드,MRV 도달 시 강제 디로드,메조 4~6주차,Y,-,Y,부위별 주간 세트가 MRV(보통 18~25세트) 도달하고 RPE가 같은 무게에서 +1 이상 상승하면 다음 주 강제 디로드. 메조 최대 6주 초과 금지,"부위별 누적 세트, RPE drift, 주차 카운터",다음 주 G05 처방 강제 + 다음 메조는 MEV(10~12세트)에서 재시작,"등 24세트/주 6주차 RPE +1.2 → 7주차 디로드, 8주차 새 메조는 12세트로 시작",Israetel — Volume Landmarks (Renaissance Periodization),https://renaissanceperiodization.com/training-volume-landmarks-muscle-growth/,★★☆
G09,회복/디로드,활성 디로드 vs 완전 휴식 선택,디로드 주 결정 시,Y,-,Y,"기본은 활성 디로드(G05 처방)로 strength 손실 방지. 완전 휴식 1주는 하체 strength 소폭 감소 위험, 부상·번아웃·수면<5h 지속 시에만 사용","부상 여부, 번아웃 척도, 수면 평균","""활성""(권장) 또는 ""패시브 1주"" 선택 후 처방 분기",7개월 연속 훈련 + 동기 1/5 → 1주 완전 휴식 허용. 그 외엔 활성 권장,Coleman et al. 2024 PeerJ (1주 완전 휴식 RCT),https://pmc.ncbi.nlm.nih.gov/articles/PMC10809978/,★★★
G10,회복/디로드,한국 사용자 디로드 주기 기본값,메조 설계 시,Y,-,Y,절대초보·초보: 사용자 신호 기반 자동(G07). 중·고급: 4~6주마다 강제 디로드(직장인 누적 피로·회식·출장 변수 고려해 6주 상한),"사용자 레벨, 메조 시작 주차","5주차 종료 후 ""다음 주 디로드 추천"" 푸시 + G05 처방 미리 채움",직장인 중급자 메조 시작 → 5주 훈련 + 1주 디로드 = 6주 메조 사이클 자동 설정,Renaissance Periodization 메조 가이드,https://renaissanceperiodization.com/training-volume-landmarks-muscle-growth/,★★☆
G11,회복/디로드,미달 누적 디로드 트리거,주간 검토 시,Y,-,Y,"다관절 메인리프트 2개 이상이 같은 주에 stall + RPE 9~10 누적이면 1주 디로드 (볼륨 -50%, 강도 -10%)","주간 stall 리프트 수, 평균 RPE",다음 주 디로드 프로그램 자동 처방 후 재진입,스쿼트·벤치 동시 stall + 평균 RPE 9.5 → 디로드 1주,"Israetel et al., Scientific Principles of Hypertrophy Training — Fatigue Management",https://renaissanceperiodization.com/the-mesocycle-design-for-bodybuilders/,★★☆
I01,기타,초보자 Linear Progression,세션 후,Y,Y,-,초보(<6개월)는 매 세션 +2.5~5lb 가능. 자율조절 불필요,사용자 레벨,초보면 단순 LP 룰 사용,초보 모드: 자율조절 끄고 매 세션 자동 무게 인상,Mark Rippetoe (Starting Strength),https://startingstrength.com/get-started/programs,★★★
I02,기타,Tempo Notation,세트 중,-,Y,Y,"4-숫자 표기(예: 3-1-1-0): 이심성-바닥-구심성-탑. 이심성 2~4초, 구심성 1~2초",운동 처방 템포,세트 내 메트로놈/비프음 코칭,옵션 기능: 비프음으로 템포 안내,NSCA,https://www.strongerbyscience.com/tempo-for-muscle/,★☆☆
I03,기타,운동 순서 (컴파운드 우선),세션 전,Y,-,Y,컴파운드 → 보조 컴파운드 → 아이솔레이션 순서. 신경피로·안전성 이유,세션 운동 목록,세션 내 운동 순서 자동 정렬,세션 빌더가 운동 추가 시 자동 정렬,NSCA Essentials,https://www.strongerbyscience.com/exercise-order-video/,★★★
I04,기타,ACWR (급성/만성 부하비),주간 단위,-,Y,Y,"7일 부하 / 28일 부하. 0.8~1.3 안전, 1.5+ 부상 위험",최근 7일/28일 볼륨,위험 구간 진입 시 알림,고강도 사용자 모니터링용 추가 지표,Gabbett 2016,https://www.scienceforsport.com/acutechronic-workload-ratio/,★★☆
I05,기타,일반 워밍업 (전신 체온 상승),운동 시작 직전,Y,-,Y,본 운동 전 5~10분 저강도 유산소(조깅·자전거 등)로 심박·근온도·관절액 가동,"사용자 첫 메인 운동, 가용 시간",5~10분 저강도 유산소 권장(땀 살짝 날 정도),첫 종목 스쿼트 시작 전 사이클 8분 추천,"NSCA, Introduction to Dynamic Warm-Up",https://www.nsca.com/education/articles/kinetic-select/introduction-to-dynamic-warm-up/,★★★
I06,기타,특이적 워밍업 (워크업 세트) — 컴파운드,메인 컴파운드 첫 세트 직전,Y,-,Y,빈 봉 ×5×2세트 → 작업중량의 40%×5 → 60%×3 → 80%×2 → 본 세트 (Starting Strength 표준),"본 세트 무게(kg), 종목(스쿼트/벤치/데드/프레스)",빈 봉 2세트 + 40/60/80% 워크업 자동 계산,"작업 100kg 스쿼트 → 20×5×2, 40×5, 60×3, 80×2, 100×5","Mark Rippetoe, Starting Strength — Warmup",https://startingstrength.com/training/warmup,★★☆
I07,기타,특이적 워밍업 — 아이솔레이션·머신,보조/머신 종목 첫 세트 직전,Y,-,Y,"아이솔레이션·머신은 1~2 워크업 세트면 충분(약 50%×8, 80%×3); 컴파운드만큼 신경계 준비 불필요","종목 유형(아이솔레이션/머신), 본 세트 무게","1~2 워크업 세트 권장 (50%×8, 80%×3)","레그익스텐션 50kg → 25×8, 40×3, 50×목표","Greg Nuckols, Stronger by Science — Your Warm-up Doesn't Need to Be That Complicated",https://www.strongerbyscience.com/warm-up/,★★☆
I08,기타,무거운 워크업 우선 권고 (시간 부족 시),시간 부족 시 워크업 단축 결정,Y,-,Y,시간 부족하면 가벼운 세트 생략하고 무거운 워크업(작업의 80% 부근 ×3~5)을 살릴 것 — 10RM의 80% 워밍업이 총 볼륨 최다,"사용 가능 시간, 본 세트 무게",3세트 못할 시 80%×3~5만 1세트 권장,"시간 5분 남음 → 빈 봉·40·60% 생략, 80%×3 → 본 세트 진행","Greg Nuckols, Stronger by Science — Heavier Warm-ups Are Best",https://www.strongerbyscience.com/heavier-warm-ups/,★★☆
J01,운동 선택,부상별 대체 운동 매트릭스,세션 전,Y,-,Y,무릎: 백스쿼트→레그프레스/벨트스쿼트. 어깨: 벤치→푸시업/덤벨프레스. 허리: 데드→힙쓰러스트/RDL. 손목: 백스쿼트→safety bar,부상 부위 입력,대체 운동 후보 리스트 출력,통증 입력 → 자동 운동 교체,NASM / Israetel,https://www.strongerbyscience.com/exercise-selection/,★★☆
J02,운동 선택,장비별 대체 운동,초기 셋업,Y,-,Y,바벨 없음→덤벨/케틀벨. 헬스장 없음→맨몸+밴드. 머신 없음→자유중량+케이블. 기능 동일성 우선,사용자 장비 환경,운동 라이브러리 필터링,'집에서 운동' 선택 → 맨몸/밴드/덤벨 운동만 추천,Free Exercise DB / wger,https://github.com/yuhonas/free-exercise-db,★★★
J03,운동 선택,자유중량 vs 머신,세션 전,Y,-,Y,근비대는 동등. 근력 전이는 자유중량 약간 우월. 안전성/단독훈련은 머신 우월,사용자 목표/환경/경험,운동 풀 분기,초보+안전 선호 → 머신 비중↑ / 근력 목표 → 자유중량↑,Schwanbeck 2020 / Haugen 2023,https://pubmed.ncbi.nlm.nih.gov/32358310/,★★★
J04,운동 선택,편측 vs 양측 운동,세션 전,Y,-,Y,양측 강도↑·시간 효율 우월. 편측은 좌우 불균형 교정·코어 자극·재활 유리. 둘 다 포함 권장,사용자 불균형 데이터,운동 선택 비율 조정,좌우 불균형 입력 → 편측 운동 비중 증가,McCurdy 2005 / NSCA,https://pubmed.ncbi.nlm.nih.gov/15705051/,★★☆
J05,운동 선택,컴파운드:아이솔 비율,세션 전,Y,-,Y,"초보 70:30, 중급 60:40, 고급 50:50. 약점 부위만 아이솔로 보강","사용자 레벨, 약점 부위",세션 운동 구성 비율,자동 세션 빌드 시 비율 적용,Israetel / NSCA,https://www.strongerbyscience.com/exercise-selection/,★★☆
J07,운동 선택,근육군 매핑 (primary/secondary),세션 전,Y,-,Y,각 운동의 주작용근/보조근 명시. 주간 볼륨 카운트 시 primary는 1.0 / secondary는 0.5 가중,운동 ID,근육군별 가중 볼륨 카운트,주간 볼륨 추적 알고리즘에 사용,wger / Free Exercise DB,https://wger.de/en/software/api,★★★
K01,영양,단백질 섭취량,일일,-,-,Y,근비대/근력 시 체중당 1.6~2.2g/일. 컷 시 2.3~3.1g (제지방 기준). 4~6시간 간격 분배,"체중, 목표(벌크/컷/유지)",일일 단백질 g 알림,체중 70kg 벌크 → 112~154g/일 알림,Morton 2018 / Helms 2014,https://pubmed.ncbi.nlm.nih.gov/28698222/,★★★
K02,영양,칼로리 가이드,일일,-,-,Y,"벌크 +200~500kcal, 컷 -300~500kcal, 유지=TDEE. 주당 체중 ±0.5% 목표","체중, 활동량, 목표",일일 칼로리 처방,TDEE 계산 → 목표별 자동 처방,ISSN / Helms,https://jissn.biomedcentral.com/articles/10.1186/1550-2783-11-20,★★★
K03,영양,탄수화물 타이밍,세션 전후,-,-,Y,"총량이 타이밍보다 우선. 단 세션 1~3h 전 1~3g/kg 권장, 후 글리코겐 회복은 1~1.2g/kg/h","세션 시각, 체중",식사 타이밍 권고,'운동 2시간 전 식사' 알림,Kerksick ISSN 2017,https://jissn.biomedcentral.com/articles/10.1186/s12970-017-0189-4,★★★
K04,영양,수분 가이드,세션 전중후,-,Y,Y,기본 30~35ml/kg + 운동 시간당 +500~1000ml. 2% 탈수에서 수행 저하,"체중, 세션 시간",수분 섭취 알림,세션 중 15분마다 수분 알림,ACSM Position Stand,https://www.acsm.org/docs/default-source/files-for-resource-library/exercise-fluid-replacement.pdf,★★★
K05,회복,수면-근비대 관계,일일,Y,-,Y,성인 7~9h 권장. 6h 미만 4주 시 근감소·테스토스테론↓·인슐린저항↑,수면 시간 입력,수면 부족 시 강도 자동 하향,"수면 5h 입력 → 그날 RPE -1, 볼륨 -20%",Knowles 2018 / Mah 2011,https://pubmed.ncbi.nlm.nih.gov/29422383/,★★★
K06,회복,수면 부족 → 부상 위험,세션 전,Y,Y,Y,<8h 수면 시 부상 위험 1.7배↑ (Milewski 청소년). 만성 부족은 ACWR 변동성↑,"수면 데이터, 훈련 부하",부상 위험 알림,3일 연속 6h 미만 → 디로드 권고,Milewski 2014,https://pubmed.ncbi.nlm.nih.gov/25028798/,★★★
K07,회복,능동 회복 (active recovery),세션 후 / 회복일,Y,-,Y,저강도 유산소(20~40% VO2max) 10~30분이 완전 휴식보다 회복 속도↑,사용자 피로도,능동 회복 처방,회복일에 가벼운 자전거/걷기 추천,Dupuy 2018 / Frontiers,https://www.frontiersin.org/articles/10.3389/fphys.2018.00403/full,★★★
K08,회복,근육통 (DOMS) 관리,세션 후,-,Y,Y,24~72h 피크. 가벼운 운동·마사지·온/냉찜질 효과 미미~보통. 7일+ 지속 시 부상 의심,"통증 시작 시점, 강도",정상/이상 분류,7일+ 지속 통증 → 부상 신호 알림,Dupuy 2018,https://www.frontiersin.org/articles/10.3389/fphys.2018.00403/full,★★☆
K09,보충제,크레아틴 모노하이드레이트,일일,-,-,Y,"5g/일 꾸준 섭취. 근력 +5~15%, 근비대 +1~2kg(4주). 안전성 최고. 로딩 불필요",사용자 보충제 사용 여부,크레아틴 권장,신규 사용자에게 1순위 보충제 안내,ISSN 2017 Position Stand,https://jissn.biomedcentral.com/articles/10.1186/s12970-017-0173-z,★★★
K10,보충제,카페인,세션 30~60분 전,-,-,Y,"3~6mg/kg, 세션 30~60분 전. 근력·지구력 향상. 9mg+ 부작용. 저녁 세션 시 수면 영향","체중, 세션 시각",카페인 양/타이밍 처방,70kg 사용자 → 210~420mg,ISSN 2021,https://jissn.biomedcentral.com/articles/10.1186/s12970-020-00383-4,★★★
K11,보충제,베타알라닌,일일,-,-,Y,"3~6g/일, 4주+ 누적. 1~4분 고강도 지속력↑ (10+렙·인터벌). 저렙 근력엔 효과 미미",사용자 목표(고렙/지구력),권장 여부,근지구력/HIIT 사용자에게 추천,ISSN 2015,https://jissn.biomedcentral.com/articles/10.1186/s12970-015-0090-y,★★☆
K12,영양,한식 주식·곡류 단백질 환산,세션 외 / 식단 작성,-,-,Y,흰밥 1공기(210g) 약 6g | 잡곡밥 1공기(210g) 7~8g | 현미밥 1공기(210g) 6~7g | 흰죽 1공기(250g) 약 4g | 라면 1봉(120g) 약 10g | 칼국수 1그릇(700g) 약 18g | 우동 1그릇(700g) 약 14g | 짜장면 1그릇(800g) 약 27g | 짬뽕 1그릇(800g) 약 29g,섭취 식품·양 (한식 단위),단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력,사용자 '오늘 점심 잡곡밥 한 공기 먹었어' → 챗봇 '단백질 약 7g 적립. 오늘 목표 112g 중 6%.',농촌진흥청 국가표준식품성분DB 10.3,https://koreanfood.rda.go.kr/kfi/fct/fctIntro/list?menuId=PS03562,★★★
K13,영양,한식 단백질 반찬 환산,세션 외 / 식단 작성,-,-,Y,닭가슴살(생) 100g 23g | 소고기 등심 100g 16g | 소고기 사태 100g 22g | 돼지고기 목심 100g 17g | 돼지고기 안심 100g 21g | 삼겹살 100g 17g | 계란 1개(50g) 6g | 삶은계란 1개 6g | 두부 100g 8~10g | 청국장 100g 19g | 낫토 100g 19g | 콩(대두) 100g 36g,섭취 식품·양 (한식 단위),단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력,사용자 '닭가슴살 200g 먹었음' → 챗봇 '단백질 약 46g. 70kg 사용자 목표(112g)의 41% 달성.',농촌진흥청 국가표준식품성분DB 10.3 / 식약처 식품영양성분DB,https://various.foodsafetykorea.go.kr/nutrient/general/food/firstList.do,★★★
K14,영양,한식 국·찌개 단백질 환산,세션 외 / 식단 작성,-,-,Y,삼계탕 1인분(900g 통째) 약 96g | 삼계탕 살코기만(240g) 약 36g | 갈비탕 1인분(400g 국물 포함) 약 14g | 설렁탕 1인분(600g) 약 18~20g [확인 필요] | 김치찌개(돼지고기) 1인분(200g) 약 8.5g | 된장찌개 1인분(250g) 약 8~10g [확인 필요] | 순두부찌개 1인분(300g) 약 12g [확인 필요],섭취 식품·양 (한식 단위),단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력,사용자 '점심 갈비탕 먹음' → 챗봇 '단백질 약 14g. 국물보다 고기 양이 단백질 좌우. 추가 단백질 반찬 권장.',공공데이터포털 전국통합식품영양성분(음식)표준데이터 / 식약처 식품안전나라,https://www.data.go.kr/data/15100070/standard.do,★★☆
K15,영양,분식·외식 단백질 환산,세션 외 / 식단 작성,-,-,Y,비빔밥 1인분(450g) 약 18~20g | 김밥 1줄(230g) 약 10~14g (속재료별 차이) | 떡볶이 1인분(200g) 약 7g | 짜장면 1그릇 약 27g | 짬뽕 1그릇 약 29g | 김치볶음밥 1인분(300g) 약 12g [확인 필요] | 제육볶음 1인분(250g) 약 30g | 후라이드치킨 1조각(100g 가식부) 약 22g [확인 필요] | 양념치킨 1조각(100g) 약 18g [확인 필요] | 국밥류 1인분 약 18~25g | 분식김밥(참치/불고기) 1줄 11~14g,섭취 식품·양 (한식 단위),단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력,사용자 '비빔밥 한 그릇' → 챗봇 '단백질 약 19g. 계란/소고기 토핑 추가 시 +6~10g.',공공데이터포털 전국통합식품영양성분(음식)표준데이터 / 식약처 식품안전나라,https://www.data.go.kr/data/15100070/standard.do,★★☆
K16,영양,편의점·간편식 단백질 환산,세션 외 / 식단 작성,-,-,Y,편의점 도시락 1개 평균 18~25g (브랜드별 라벨 확인 필수) | 일반 삼각김밥 1개 5~7g | GS25 프로틴 삼각김밥 약 10g | 컵밥 1개 약 15~22g [확인 필요] | 김밥(편의점) 1줄 10~14g | 컵라면 1개(70~90g) 약 7~9g | 셀렉스 프로틴음료 125ml 8g | 마이밀/하이뮨 등 일반 프로틴음료 250~300ml 약 18~25g (제품별 라벨 확인),섭취 식품·양 (한식 단위),단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력,사용자 '편의점 도시락+프로틴음료' → 챗봇 '평균 약 25g+15g=40g. 70kg 목표 112g의 36%.',편의점 3사 영양정보 자율공시 (CU/GS25/세븐일레븐) / 매일유업 셀렉스 공식 공시,https://www.maeil.com/brand/view_brand1.jsp?dpid=A0000467,★☆☆
K17,영양,한국 단백질 보충 식품 환산,세션 외 / 식단 작성,-,-,Y,우유 200ml 약 6~7g | 두유 200ml 약 6~7g | 검은콩두유 190ml 4~9g (제품별) | 그릭요거트 100g 8~10g (필라이즈/매일유업) | 일반 플레인요거트 100g 약 4g | 아몬드 100g 약 21g (10알 약 1.5g) | 호두 100g 약 15g | 고등어(생) 100g 약 23g | 연어(생) 100g 약 21g | 명태 100g 약 18g | 캔참치(살코기) 100g 약 26g [확인 필요] | 멸치(자건) 100g 약 47g [확인 필요],섭취 식품·양 (한식 단위),단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력,사용자 '간식으로 그릭요거트 200g+아몬드 30g' → 챗봇 '단백질 약 16g+6g=22g. 운동 후 단백질 보충에 적합.',농촌진흥청 국가표준식품성분DB 10.3 / 매일유업 셀렉스,https://koreanfood.rda.go.kr/kfi/fct/fctIntro/list?menuId=PS03562,★★★
K18,영양,한식 1회 제공량 표준 단위 환산 룰,세션 외 / 식단 작성,-,-,Y,밥 1공기=약 210g (식약처 권장 표준 1회량) | 국·찌개 1그릇=약 200~300g | 김밥 1줄=약 200~250g | 도시락 1개=약 350~500g | 고기 1인분(외식)=약 150~200g (가식부) | 회 1접시=약 150g | 면 1그릇=약 600~800g (국물 포함) | 닭가슴살 1조각(편의점)=약 100g | 계란 1개=약 50g(껍질 제외 45g) — 사용자가 양을 정확히 기억 못해도 표준 단위로 자동 환산,사용자 입력 (예: '밥 한 공기·치킨 두 조각'),정량 g → K12~K17 환산표 자동 매칭,사용자 '대충 한 공기' → 챗봇 자동 210g으로 환산 → 단백질 6g 적용,식약처 1회 섭취 참고량 가이드 / 농촌진흥청,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?menu_no=3714&bbs_no=bbs420&ntctxt_no=1069325&menu_grp=MENU_NEW03,★★☆
K19,영양,Mifflin-St Jeor BMR 공식 (1순위),온보딩 / 체중 변동 시,Y,-,Y,남: BMR=10×W(kg)+6.25×H(cm)-5×나이+5 / 여: 동일식 -161. 비만·정상 모두 가장 정확(±10%)한 1차 권장식,"성별, 체중(kg), 키(cm), 나이(년)",BMR (kcal/일) — 활동계수 곱하기 전 기초대사량,온보딩에서 키/몸무게/나이/성별 입력 → BMR 자동 산출. 체중 ±2kg 변동 시 재계산,Mifflin & St Jeor 1990 (Am J Clin Nutr 51:241-7),https://pubmed.ncbi.nlm.nih.gov/2305711/,★★★
K20,영양,Katch-McArdle BMR 공식 (체지방률 알 때),인바디·체지방률 입력 후,Y,-,Y,BMR=370+(21.6×LBM kg). LBM=체중×(1-체지방률). 근육량 많은 사용자에서 Mifflin보다 정확,"체중(kg), 체지방률(%)",BMR (kcal/일) — 제지방량 기반,인바디 결과 입력한 사용자에 한해 K19 대신 자동 사용. 체지방률 미입력 시 K19로 폴백,Aragon et al. 2017 ISSN Position Stand (J Int Soc Sports Nutr),https://pmc.ncbi.nlm.nih.gov/articles/PMC5470183/,★★★
K21,영양,활동계수(PAL) 표 → TDEE 산출,온보딩 / 활동량 변경 시,Y,-,Y,TDEE=BMR×PAL. 좌식 1.2 / 가벼움 1.375 / 보통 1.55 / 활발 1.725 / 매우 활발 1.9,"BMR(kcal), 활동 카테고리(5단계)",TDEE (kcal/일) — 일일 총 에너지 소비량,온보딩 마지막 단계 직업·주당 운동일수 묻고 5단계 매핑 → BMR×PAL로 유지 칼로리,FAO/WHO/UNU 2001 Human Energy Requirements (PAL 표준),https://www.fao.org/4/y5686e/y5686e07.htm,★★★
K22,영양,활동 카테고리 한국 사용자 매핑,온보딩,Y,-,Y,사무직+운동X=좌식(1.2) / 주1~3회 헬스=가벼움(1.375) / 주3~5회 중강도=보통(1.55) / 주6~7회 또는 격렬=활발(1.725) / 육체노동+격한 훈련=매우 활발(1.9),"직업 유형, 주당 운동 빈도, 운동 강도(RPE)",5단계 중 1개 카테고리 자동 선택,한국 직장인 다수=좌식(1.2)+주3회 헬스 → 보수적 1.375 권장(과다추정 방지),FAO/WHO/UNU 2001 PAL 범위,https://www.fao.org/4/y5686e/y5686e07.htm,★★☆
K23,영양,추정식 정확도 한계·재측정 권장,4주마다 / 체중 정체 시,-,-,Y,Mifflin도 ±10% 오차 존재. 2주간 칼로리 일정+체중 변화로 실측 보정. 정체 시 ±10~15% 조정,"2주 평균 칼로리, 2주 체중 변화(kg)",TDEE 보정값 = 입력칼로리 ± (체중변화×7700/14),유지 칼로리 정했는데 2주간 체중 -1kg → 실제 TDEE 추정치보다 -500kcal 낮음. 자동 재보정 알림,"Frankenfield, Roth-Yousey, Compher 2005 (J Am Diet Assoc 105:775)",https://pubmed.ncbi.nlm.nih.gov/15883556/,★★★
L02,특수 모집단,노인 (50+) sarcopenia 대응,처방 전,Y,-,Y,"주 2~3회 저항운동 필수. 8~12렙×2~3세트, 60~80% 1RM. 단백질 1.2~1.6g/kg+, 점진과부하 보수적",사용자 연령,노인용 처방 분기,60세+ 사용자 → 안전 첫 8주 적응기,ACSM 2026 / ESPEN,https://acsm.org/resistance-training-guidelines-update-2026/,★★★
L03,특수 모집단,청소년 가이드라인,처방 전,Y,-,Y,"성장판 안전. 폼 우선, 6~15렙, 코치 감독 필수. 1RM 테스트 X, RPE 기반",사용자 연령,청소년용 처방 분기,17세 이하 → 1RM 테스트 잠금,NSCA Youth Position Statement,https://pubmed.ncbi.nlm.nih.gov/19620931/,★★★
L04,특수 모집단,초보/중급/고급 정의,초기 셋업,Y,-,Y,"초보=훈련 <6개월, 매 세션 진보 가능. 중급=6개월~2년, 주간 진보. 고급=2년+, 메조사이클 단위","훈련 기간, 1RM 비율",레벨 분류,레벨 → 알고리즘 분기 (LP vs 자율조절 vs 블록),Rippetoe (Practical Programming),https://startingstrength.com/article/training_age,★★★
