ID,분류,항목,적용 시점,운동 추천,실시간 코칭,지식베이스,핵심 룰 (한 줄),입력값,출력값/동작,활용 예시,출처,URL,신뢰도
J01,운동 선택,부상별 대체 운동 매트릭스,세션 전,Y,-,Y,무릎: 백스쿼트→레그프레스/벨트스쿼트. 어깨: 벤치→푸시업/덤벨프레스. 허리: 데드→힙쓰러스트/RDL. 손목: 백스쿼트→safety bar,부상 부위 입력,대체 운동 후보 리스트 출력,통증 입력 → 자동 운동 교체,NASM / Israetel,https://www.strongerbyscience.com/exercise-selection/,★★☆
J02,운동 선택,장비별 대체 운동,초기 셋업,Y,-,Y,바벨 없음→덤벨/케틀벨. 헬스장 없음→맨몸+밴드. 머신 없음→자유중량+케이블. 기능 동일성 우선,사용자 장비 환경,운동 라이브러리 필터링,'집에서 운동' 선택 → 맨몸/밴드/덤벨 운동만 추천,Free Exercise DB / wger,https://github.com/yuhonas/free-exercise-db,★★★
J03,운동 선택,자유중량 vs 머신,세션 전,Y,-,Y,근비대는 동등. 근력 전이는 자유중량 약간 우월. 안전성/단독훈련은 머신 우월,사용자 목표/환경/경험,운동 풀 분기,초보+안전 선호 → 머신 비중↑ / 근력 목표 → 자유중량↑,Schwanbeck 2020 / Haugen 2023,https://pubmed.ncbi.nlm.nih.gov/32358310/,★★★
J04,운동 선택,편측 vs 양측 운동,세션 전,Y,-,Y,양측 강도↑·시간 효율 우월. 편측은 좌우 불균형 교정·코어 자극·재활 유리. 둘 다 포함 권장,사용자 불균형 데이터,운동 선택 비율 조정,좌우 불균형 입력 → 편측 운동 비중 증가,McCurdy 2005 / NSCA,https://pubmed.ncbi.nlm.nih.gov/15705051/,★★☆
J05,운동 선택,컴파운드:아이솔 비율,세션 전,Y,-,Y,"초보 70:30, 중급 60:40, 고급 50:50. 약점 부위만 아이솔로 보강","사용자 레벨, 약점 부위",세션 운동 구성 비율,자동 세션 빌드 시 비율 적용,Israetel / NSCA,https://www.strongerbyscience.com/exercise-selection/,★★☆
J07,운동 선택,근육군 매핑 (primary/secondary),세션 전,Y,-,Y,각 운동의 주작용근/보조근 명시. 주간 볼륨 카운트 시 primary는 1.0 / secondary는 0.5 가중,운동 ID,근육군별 가중 볼륨 카운트,주간 볼륨 추적 알고리즘에 사용,wger / Free Exercise DB,https://wger.de/en/software/api,★★★
K05,회복,수면-근비대 관계,일일,Y,-,Y,성인 7~9h 권장. 6h 미만 4주 시 근감소·테스토스테론↓·인슐린저항↑,수면 시간 입력,수면 부족 시 강도 자동 하향,"수면 5h 입력 → 그날 RPE -1, 볼륨 -20%",Knowles 2018 / Mah 2011,https://pubmed.ncbi.nlm.nih.gov/29422383/,★★★
K06,회복,수면 부족 → 부상 위험,세션 전,Y,Y,Y,<8h 수면 시 부상 위험 1.7배↑ (Milewski 청소년). 만성 부족은 ACWR 변동성↑,"수면 데이터, 훈련 부하",부상 위험 알림,3일 연속 6h 미만 → 디로드 권고,Milewski 2014,https://pubmed.ncbi.nlm.nih.gov/25028798/,★★★
K07,회복,능동 회복 (active recovery),세션 후 / 회복일,Y,-,Y,저강도 유산소(20~40% VO2max) 10~30분이 완전 휴식보다 회복 속도↑,사용자 피로도,능동 회복 처방,회복일에 가벼운 자전거/걷기 추천,Dupuy 2018 / Frontiers,https://www.frontiersin.org/articles/10.3389/fphys.2018.00403/full,★★★
K19,영양,Mifflin-St Jeor BMR 공식 (1순위),온보딩 / 체중 변동 시,Y,-,Y,남: BMR=10×W(kg)+6.25×H(cm)-5×나이+5 / 여: 동일식 -161. 비만·정상 모두 가장 정확(±10%)한 1차 권장식,"성별, 체중(kg), 키(cm), 나이(년)",BMR (kcal/일) — 활동계수 곱하기 전 기초대사량,온보딩에서 키/몸무게/나이/성별 입력 → BMR 자동 산출. 체중 ±2kg 변동 시 재계산,Mifflin & St Jeor 1990 (Am J Clin Nutr 51:241-7),https://pubmed.ncbi.nlm.nih.gov/2305711/,★★★
K20,영양,Katch-McArdle BMR 공식 (체지방률 알 때),인바디·체지방률 입력 후,Y,-,Y,BMR=370+(21.6×LBM kg). LBM=체중×(1-체지방률). 근육량 많은 사용자에서 Mifflin보다 정확,"체중(kg), 체지방률(%)",BMR (kcal/일) — 제지방량 기반,인바디 결과 입력한 사용자에 한해 K19 대신 자동 사용. 체지방률 미입력 시 K19로 폴백,Aragon et al. 2017 ISSN Position Stand (J Int Soc Sports Nutr),https://pmc.ncbi.nlm.nih.gov/articles/PMC5470183/,★★★
K21,영양,활동계수(PAL) 표 → TDEE 산출,온보딩 / 활동량 변경 시,Y,-,Y,TDEE=BMR×PAL. 좌식 1.2 / 가벼움 1.375 / 보통 1.55 / 활발 1.725 / 매우 활발 1.9,"BMR(kcal), 활동 카테고리(5단계)",TDEE (kcal/일) — 일일 총 에너지 소비량,온보딩 마지막 단계 직업·주당 운동일수 묻고 5단계 매핑 → BMR×PAL로 유지 칼로리,FAO/WHO/UNU 2001 Human Energy Requirements (PAL 표준),https://www.fao.org/4/y5686e/y5686e07.htm,★★★
K22,영양,활동 카테고리 한국 사용자 매핑,온보딩,Y,-,Y,사무직+운동X=좌식(1.2) / 주1~3회 헬스=가벼움(1.375) / 주3~5회 중강도=보통(1.55) / 주6~7회 또는 격렬=활발(1.725) / 육체노동+격한 훈련=매우 활발(1.9),"직업 유형, 주당 운동 빈도, 운동 강도(RPE)",5단계 중 1개 카테고리 자동 선택,한국 직장인 다수=좌식(1.2)+주3회 헬스 → 보수적 1.375 권장(과다추정 방지),FAO/WHO/UNU 2001 PAL 범위,https://www.fao.org/4/y5686e/y5686e07.htm,★★☆
L02,특수 모집단,노인 (50+) sarcopenia 대응,처방 전,Y,-,Y,"주 2~3회 저항운동 필수. 8~12렙×2~3세트, 60~80% 1RM. 단백질 1.2~1.6g/kg+, 점진과부하 보수적",사용자 연령,노인용 처방 분기,60세+ 사용자 → 안전 첫 8주 적응기,ACSM 2026 / ESPEN,https://acsm.org/resistance-training-guidelines-update-2026/,★★★
L03,특수 모집단,청소년 가이드라인,처방 전,Y,-,Y,"성장판 안전. 폼 우선, 6~15렙, 코치 감독 필수. 1RM 테스트 X, RPE 기반",사용자 연령,청소년용 처방 분기,17세 이하 → 1RM 테스트 잠금,NSCA Youth Position Statement,https://pubmed.ncbi.nlm.nih.gov/19620931/,★★★
L04,특수 모집단,초보/중급/고급 정의,초기 셋업,Y,-,Y,"초보=훈련 <6개월, 매 세션 진보 가능. 중급=6개월~2년, 주간 진보. 고급=2년+, 메조사이클 단위","훈련 기간, 1RM 비율",레벨 분류,레벨 → 알고리즘 분기 (LP vs 자율조절 vs 블록),Rippetoe (Practical Programming),https://startingstrength.com/article/training_age,★★★
L05,특수 모집단,제2형 당뇨 운동 처방,사용자 프로필 등록 시 / 강도 처방 시,Y,Y,Y,"빈도 유산소 3~7일/주(연속 2일 비활동 회피)+저항 2~3일/주 비연속일 | 강도 중강도 RPE5~7(40~60% HRR/VO2R, 50~70% HRmax) | 시간 유산소 150분/주(중강도) 또는 75분/주(고강도) · 저항 주요 근육군 8~10종목×1~3세트 | 형태 걷기·자전거·수영·기계식 저항 권장, 식후 30분 가벼운 걷기 = 식후혈당 변동↓ | 인슐린·SU계(글리메피리드/글리피지드) 복용자: 운동 전 혈당<100 mg/dL 시 탄수 15g 보충, 운동 중·후 저혈당 모니터 | 30분마다 일어서기/3~5분 가벼운 움직임 | 적색기(즉시 의뢰): 증식성 망막증·심한 비증식성 망막증→고강도/Valsalva/점프/머리숙임 동작 금지·안과 의뢰 / 자율신경병증·심한 신경병증·족부궤양→체중부하 운동 제한·내분비내과 의뢰 / 공복혈당>250 mg/dL+케톤 양성→운동 보류 / 저혈당 빈발(주 2회 이상) 또는 무자각성 저혈당→내분비내과 상담","진단명(제2형 당뇨), 복용 약물(인슐린·SU·메트포르민 등), 합병증(망막증/신증/신경병증/족부), HbA1c·공복혈당, 운동 가능 시간",FITT 권고(유산소 분/주·저항 회/주) + 회피 운동 리스트 + RPE 상한 + 운동 전후 혈당 모니터링 항목 + 의뢰 트리거 분기,"사용자: ""당뇨인데 데드리프트 해도 돼요?"" → 챗봇: ""제2형 당뇨이면서 망막·신장 합병증이 없다면 저항운동은 권장됩니다(주 2~3회). 다만 70kg 사용자 기준 RPE7 이하·8~12렙·세트 사이 호흡 정상 유지(Valsalva 회피)를 권고합니다. 인슐린/글리메피리드 복용 중이면 운동 시작 전 혈당 측정해 100 mg/dL 미만이면 탄수 15g(바나나 1/2개) 드시고 시작하세요. 망막증·심한 신경병증이 있다면 데드리프트는 피하고 내분비내과·안과 상담을 받으시는 것이 안전합니다.""",ACSM Guidelines for Exercise Testing and Prescription 11th ed (2022) + ADA Standards of Care 2024 + 대한당뇨병학회 2023 진료지침,https://www.acsm.org/education-resources/books/guidelines-exercise-testing-prescription/,★★★
L06,특수 모집단,고혈압 운동 처방,사용자 프로필 등록 시 / 강도 처방 시,Y,Y,Y,"빈도 유산소 5~7일/주(가능하면 매일)+저항 2~3일/주 | 강도 중강도 RPE4~6(40~60% VO2R/HRR) - 저항운동은 RPE6 이하·1RM 60~70%로 보수적 | 시간 유산소 30분/일(또는 누적), 주 90~150분 · 저항 주요 근육군 8~12렙×2~4세트 | 형태 걷기·자전거·수영 등 유산소 우선 + 가벼운 머신 저항(프리웨이트 1RM 이상 고중량 회피) | Valsalva(호흡 참기) 절대 회피 - 들어올릴 때 호기, 내릴 때 흡기 / 운동 중 SBP>250 또는 DBP>115 시 즉시 중단 | β-차단제 복용자: 심박수 둔화 → HR 대신 RPE로 강도 관리 / 이뇨제: 탈수·전해질 주의 / α-차단제: 운동 후 기립성 저혈압 위험 → 쿨다운 5분 필수 | 적색기(즉시 의뢰): 안정시 BP≥180/110 mmHg → 운동 보류·내과 진료 / 가슴통증·심한 두통·시야 흐림·호흡곤란·실신감 → 즉시 중단·119 또는 응급실 / 미조절 고혈압(BP>160/100 지속)·표적장기 손상 의심 → 심장내과 상담","진단명(고혈압 1·2기), 복용 약물(β-차단제·이뇨제·ACEi·ARB·CCB), 안정시 BP 최근치, 동반질환(CVD/당뇨)",FITT 권고 + Valsalva 회피 안내 + RPE 상한(저항 RPE6) + 약물별 주의사항 + 의뢰 트리거 + 운동 중 BP 모니터링 권고,"사용자: ""고혈압 약(베타차단제) 먹는데 데드리프트 괜찮나요?"" → 챗봇: ""안정시 혈압이 140/90 이하로 조절되고 있다면 데드리프트가 절대 금지는 아닙니다. 다만 70kg 사용자 기준 1RM 60% 이하(약 60kg)·8~12렙·RPE6 이하로 가볍게, 호흡은 들어올릴 때 ""후"" 내쉬기를 지키세요(호흡 참기는 혈압 급상승의 가장 큰 원인). 베타차단제는 심박수를 둔화시키므로 심박수 대신 RPE로 강도를 가늠하시고, 운동 후 어지러움이 오면 5분 이상 천천히 걷는 쿨다운을 하세요. 안정시 BP가 180/110을 넘는 날엔 운동을 미루고 내과 상담이 필요합니다.""",ACSM Guidelines 11th ed (2022) + ACSM Pronouncement on Exercise & Hypertension 2023 + 대한고혈압학회 2022 진료지침,https://www.koreanhypertension.org/reference/guide?mode=read&idno=10081,★★★
L07,특수 모집단,이상지질혈증·대사증후군 운동 처방,사용자 프로필 등록 시 / 강도 처방 시,Y,Y,Y,"빈도 유산소 5~7일/주(가능하면 매일)+저항 2~3일/주(비연속일)+유연성 2~3일/주 | 강도 중강도 RPE4~6(40~70% HRR, HRmax 55~75%) - 체중감량 목표 시 강도보다 시간 우선 | 시간 유산소 30~60분/일·주 200~300분(체중감량/지질개선 최적), 최소 150분 · 주당 칼로리 소비 1,000~2,000 kcal | 형태 걷기·조깅·자전거·수영(유산소) + 상하지·체간 기계식 저항(주요 근육군) | 동반 위험인자(고혈압·당뇨·CVD)에 따라 L05/L06 안전기준 중복 적용 | 적색기(즉시 의뢰): 가족성 고콜레스테롤(LDL>190)·기왕 심혈관질환(MI/PCI/뇌졸중)·당뇨+50세 이상·운동 중 가슴통증/턱·왼팔 방사통/심한 호흡곤란 → 운동 시작 전 심혈관내과 운동부하검사 권고 / 미조절 대사증후군(혈압>180/110, 공복혈당>250) → 내과 의뢰 후 운동 시작","진단명(이상지질혈증·대사증후군), 지질 패널(LDL/HDL/TG), 복용 약물(스타틴·에제티미브·페노피브레이트), 동반질환, BMI/허리둘레",FITT 권고 + 주 칼로리 소비 목표 + 동반질환 시 L05/L06 규칙 중복 적용 + 의뢰 트리거,"사용자: ""중성지방 280인데 어떤 운동을 얼마나 해야 하나요?"" → 챗봇: ""중성지방 개선에는 유산소가 가장 효과적입니다. 빨리걷기·자전거·수영을 주 5일 이상, 회당 30~60분, 주 합계 200~300분을 권고합니다(중강도 RPE5 정도). 여기에 주 2~3회 저항운동을 더하면 LDL이 추가로 약 10% 더 낮아진다는 보고가 있습니다. 70kg 기준 주당 1,000~2,000 kcal 소비가 지질 개선 최적 구간입니다. 단, 가족성 고콜레스테롤(LDL>190)이거나 심혈관질환 이력이 있다면 시작 전 심장내과 운동부하검사를 받으시는 것이 안전합니다.""",ACSM Guidelines 11th ed (2022) + 한국지질·동맥경화학회 이상지질혈증 진료지침 5판 (2022),https://www.lipid.or.kr/uploaded/board/guideline/_50e8f3527d0798a82a29b8ef6c363cce2.pdf,★★★
L08,특수 모집단,골관절염(무릎·고관절) 운동 처방,사용자 프로필 등록 시 / 강도 처방 시,Y,Y,Y,"빈도 저항(근력) 2~3일/주+유산소 3~5일/주+유연성/모빌리티 매일 | 강도 저항운동 RPE5~7(60~70% 1RM, 통증 NRS≤4 유지) - 통증 NRS>5면 즉시 강도/ROM 감량 | 시간 저항 8~10종목×8~15렙×1~3세트, 회당 30~60분 · 유산소 회당 20~30분(주 150분 목표) | 형태 핵심: 구조화된 지상 운동 프로그램(land-based) - 대퇴사두근/둔근/체간 강화·유산소(걷기·자전거·수영)·기능적 균형. 무릎 OA는 수중운동 추가 권고(체중부하↓). 태극권 권고(ACR 강력) | 회피: 통증 유발하는 깊은 스쿼트(>90도 굴곡)·점프/착지·갑작스런 방향전환·중량 런지 - 점진적 ROM 확장 | 동반 GI/CV 질환 시 NSAIDs 사용 보수적, 운동요법 우선 | 적색기(정형외과 의뢰): 야간통(잠 깨는 통증)·관절 잠김(locking)·갑작스런 무력감(giving way)·관절 발적·발열·외상성 부종·6주+ 보존치료에도 통증/기능 악화 → 정형외과 평가","진단명(무릎/고관절 OA), 통증 NRS(0~10), 발병 부위, 동반질환(GI·CV), 보행/계단 가능 여부, BMI",FITT 권고(통증 NRS 기반 강도 캡) + 회피 동작 리스트 + 수중운동/태극권 옵션 + 정형외과 의뢰 트리거,"사용자: ""무릎관절염 진단받았는데 스쿼트 해도 되나요?"" → 챗봇: ""무릎 OA의 핵심 치료는 대퇴사두근 강화 + 유산소이며, 운동은 OARSI·ACR 모두 가장 강력하게 권고합니다. 스쿼트는 가능하지만 깊이는 무릎 90도까지 제한, 통증 NRS 4 이하로 유지하세요. 70kg 사용자 기준 박스 스쿼트 빈 봉~20kg×10렙×3세트, RPE6 이내로 시작해 2주마다 5% 점진 증가를 권고합니다. 통증이 NRS 5 이상이면 즉시 의자 스쿼트(부분 ROM)·레그 익스텐션 머신으로 대체하세요. 무릎이 잠기거나 갑자기 힘이 빠지는 느낌, 밤에 잠을 깰 정도의 통증, 발열·발적이 있다면 즉시 정형외과 진료가 필요합니다. 수중운동(아쿠아 워킹)과 태극권도 강력 권고됩니다.""",OARSI 2019 (Bannuru) + ACR 2019 (Kolasinski) + ACSM Guidelines 11th ed (2022) + 대한정형외과학회 무릎관절염 자료,https://www.oarsijournal.com/article/S1063-4584(19)31116-1/fulltext,★★★
M03,측정/평가,1RM 측정 방법,초기 셋업 / 정기 평가,Y,-,Y,"직접 1RM=가장 정확, 부상 위험. AMRAP×Epley/Brzycki=±5% 정확. 초보·고령은 추정만","사용자 레벨, 위험 허용도",측정 방법 분기,중급+ → 8주마다 AMRAP / 고급 → 1RM 테스트 옵션,Reynolds 2006 / NSCA,https://pubmed.ncbi.nlm.nih.gov/16937972/,★★★
N02,생리학,신경 적응 vs 근비대 적응,KB,Y,-,Y,초보 4~8주: 주로 신경 적응(근력↑·사이즈 거의 X). 8주+: 근비대 시작. 고급은 비대 위주,훈련 기간,사용자 기대값 조정,신규 사용자에게 '4주 후 사이즈 변화 작음' 안내,Sale 1988 / Counts 2017,https://pubmed.ncbi.nlm.nih.gov/3057313/,★★★
N04,생리학,근섬유 타입 (Type I/II),KB,Y,-,Y,Type II(속근)도 고렙(15+)에서 비대. Type I(지근)도 모든 렙 범위 비대. '저렙=속근' 단순화 오류,-,렙범위 권장 폭 확장,근비대 6~30렙 모두 효과적임을 사용자 교육,Schoenfeld 2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC7927075/,★★★
O01,카디오,근력+유산소 간섭효과,주간,Y,-,Y,주 3회 미만/30분 이하 카디오는 근력 간섭 미미. 같은 날엔 근력 먼저 또는 6h+ 분리,사용자 카디오 빈도/시간,간섭 위험 평가,매일 1시간 러닝+근력 → 분리 권장 알림,Wilson 2012 메타분석,https://pubmed.ncbi.nlm.nih.gov/22002517/,★★★
O02,카디오,HIIT vs LISS,주간,Y,-,Y,"HIIT=시간 효율, 회복 부담↑. LISS=회복 쉬움, 시간 길음. 근력 유저는 LISS 우선","사용자 가용 시간, 회복 상태",카디오 종류 추천,주 5회 근력 → LISS 30분 / 시간 부족 → HIIT 15분,Schoenfeld / Helms,https://www.strongerbyscience.com/concurrent-training/,★★★
O03,카디오,카디오 타이밍,세션 전후,Y,-,Y,근력 우선이면: 근력 후 카디오 또는 별도 세션. 다른 날 분리가 최선. 같은 부위 카디오 회피,세션 구성,카디오 배치 추천,다리 운동 후 러닝 자동 차단,Robineau 2016,https://pubmed.ncbi.nlm.nih.gov/25546450/,★★☆
P01,스트레칭,운동 전 스트레칭 (정/동적),세션 전,Y,-,Y,운동 전 정적 스트레칭(60s+)은 근력↓. 동적 스트레칭이 워밍업에 우월. 정적은 운동 후/별도 세션,세션 시점,워밍업 시퀀스 제외/포함,RAMP 워밍업 시 정적 스트레칭 자동 제외,Behm 2016 메타분석,https://pubmed.ncbi.nlm.nih.gov/26642915/,★★★
P02,스트레칭,PNF 스트레칭,세션 후 / 회복일,Y,-,Y,Contract-relax-contract 패턴. 정적/동적보다 ROM 향상 우월. 단 파트너 필요,사용자 환경,PNF vs 일반 스트레칭 분기,모빌리티 부족 부위 PNF 처방,Hindle 2012,https://pubmed.ncbi.nlm.nih.gov/23487249/,★★☆
P03,스트레칭,자가근막이완 (SMR/폼롤러),세션 전후,Y,-,Y,"30~60s/부위. 운동 전: ROM↑, 근력 영향 없음. 운동 후: DOMS 약간 감소",세션 시점,폼롤러 시퀀스,워밍업에 30s/근육군 폼롤러 자동 추가,Wiewelhove 2019 메타,https://www.frontiersin.org/articles/10.3389/fphys.2019.00376/full,★★★
P04,스트레칭,관절 모빌리티 워크,세션 전 / 회복일,Y,Y,Y,고관절·발목·흉추 모빌리티 부족이 컴파운드 폼 에러 주원인. 부위별 동적 모빌리티 5~10분,폼 분석 결과,부위별 모빌리티 처방,스쿼트 깊이 부족 → 발목/고관절 모빌리티 자동 처방,Page 2012 (스트레칭·모빌리티 리뷰),https://pmc.ncbi.nlm.nih.gov/articles/PMC3273886/,★★☆
P05,스트레칭,정적 스트레칭 회피 (워밍업 시),본 세트 직전 60분 이내,Y,Y,Y,워밍업 단계에서 ≥45~60초 정적 스트레칭은 최대 근력 평균 -5.4% 감소 — 동적 스트레칭으로 대체,사용자의 워밍업 루틴 입력,정적 스트레칭 감지 시 동적(레그스윙·아키바이크)으로 대체 안내,"사용자가 ""햄스트링 30초 정적 스트레칭"" 입력 → 동적 대체 권고 메시지","Simic et al. 2013, Scand J Med Sci Sports — meta-analysis",https://pubmed.ncbi.nlm.nih.gov/22316148/,★★★
Q02,부상 관리,부상 복귀 단계,부상 후,Y,-,Y,1: 통증 0/10 휴식 → 2: 가동범위 회복 → 3: 무통 저강도 부하 → 4: 점진 부하 → 5: 복귀. 단계당 통증 0 확인,"부상 단계, 통증 점수",다음 단계 진행 여부,부상 복귀 자동 단계 진행,BJSM Return-to-Sport,https://bjsm.bmj.com/content/50/14/853,★★★
Q03,부상 관리,운동 복귀 기준,복귀 시점,Y,-,Y,①ROM 정상 ②양측 근력차 <10% ③무통 컴파운드 가능 ④2주 무통 유지. 4개 충족 후 복귀,측정 데이터,복귀 가능 여부,4개 체크리스트로 자동 복귀 판정,Ardern 2016,https://bjsm.bmj.com/content/50/14/853,★★★
Q04,부상 관리,요추 통증 단계별 프로토콜,통증 발생 시 / 재활 단계별,Y,-,Y,"급성 0~3일: 침상안정 회피, 통증 허용 범위 내 일상 활동 유지·통증 중심화 반응 보이는 자세(McKenzie 신전 우선) 탐색 | 아급성 3~14일: 그룹/개별 운동요법(스트레칭·근력·유산소·운동조절) 시작, 신경역동 운동·도수치료는 운동의 보조로만 | 복귀 14일~: 글루트·코어 활성화 후 힙힌지 재학습, 데드/스쿼트는 추정 1RM의 30%부터 주 +10% 이내 점진. 적색기(다리 양측 저림·안장마비·괄약근/배뇨이상·발열·암 병력 동반 통증·외상 후 통증)→즉시 의료기관 의뢰",통증 부위·강도(NPRS 0~10)·발생 동작·일수·다리 저림 유무,단계 분류 + 허용/회피 운동 리스트 + 재시작 무게 % + 의뢰 사유,"사용자: '데드 110kg 후 허리 통증 NPRS 6, 어제 발생' → 출력: '급성기. 오늘은 가벼운 보행·골반 틸트·McKenzie 엎드려 신전 5×10회 시도. 데드/스쿼트 일시 중지. 3일 후 통증 NPRS 3 이하면 30kg(추정 1RM 30%)부터 RDL 재개. 다리 저림이 종아리 아래로 내려가거나 양측이면 의료기관 상담'",NICE NG59 (2016/2020 surveillance) + Foster 2018 Lancet LBP series,https://www.nice.org.uk/guidance/ng59,★★★
Q05,부상 관리,어깨 임핀지·회전근개 통증(RCRSP) 단계별 프로토콜,통증 발생 시 / 재활 단계별,Y,-,Y,"급성 0~7일: 통증 유발 동작(오버헤드·behind-the-neck·딥 호리젠탈 어덕션) 회피, 통증 허용 ROM 내 진자운동·견갑 후퇴/하강 활성 | 아급성 1~6주: 점진적 근력부하(통증 NPRS≤4 허용)—외회전 강화(밴드 ER), 견갑 안정화(서라투스 펀치·로우), 후방관절낭 스트레칭(sleeper/cross-body), GIRD 교정 | 복귀 6주~: 어깨 압박 운동(벤치·OHP·풀업)을 추정 1RM 30%부터 점진(주 +10%), 오버헤드는 통증 0/10 + 외회전 좌우차 <10% 확인 후. 적색기(외상 후 거상 불가·진행성 위약·야간통+종괴·발열·상지 신경학적 결손)→정형외과 의뢰",통증 부위·강도(NPRS)·유발 동작·외상 유무,단계 분류 + 허용/회피 운동 리스트 + 재시작 무게 % + 의뢰 사유,"사용자: '오버헤드 프레스 50kg 셋업 시 어깨 앞쪽 찌릿 NPRS 5' → 출력: '급성기. 오버헤드 1주 중지, behind-the-neck·업라이트 로우도 회피. 대신 풀업 행잉·진자운동·밴드 외회전 3×15. 1주 후 통증 감소 시 덤벨 OHP를 1RM 30%부터 재시작, 견갑 후퇴/하강 셋업 강조. 야간통이 심해지거나 팔 들 수 없으면 의뢰'",Lewis 2016 Man Ther + Cools 2015 Braz J Phys Ther,https://pubmed.ncbi.nlm.nih.gov/27083390/,★★★
Q06,부상 관리,무릎 PFPS(슬개대퇴 통증) 단계별 프로토콜,통증 발생 시 / 재활 단계별,Y,-,Y,"급성 0~2주: 통증 유발 동작(딥 스쿼트·런지·계단 내려오기·오픈체인 레그익스텐션 90°→0°) 회피, 활동 수정·교육 우선 | 아급성 2~6주: 고관절(외전·외회전, 클램쉘·사이드 라잉 힙 어브덕션·몬스터 워크)+대퇴사두(미니 스쿼트 0~45°, 레그프레스 짧은 ROM) 복합 강화, 통증 NPRS≤3 허용. 단기 진통은 슬개골 테이핑 보조 가능 | 복귀 6주~: 스쿼트/런지 ROM을 통증 한도 내 점진 확장, 무게는 통증 무관 자세 가능 시 1RM 30%부터 주 +10%. 풀스쿼트는 통증 0/10 + 편측 근력차 <10% 확인 후. 적색기(외상 후 부종·잠김(locking)·이탈감·체중부하 불가·발적/발열)→정형외과 의뢰",통증 부위·강도(NPRS)·유발 동작·부종/잠김 유무,단계 분류 + 허용/회피 운동 리스트 + 재시작 무게 % + 의뢰 사유,"사용자: '백스쿼트 80kg 바닥에서 무릎 앞쪽 통증 NPRS 5, 계단 내려올 때도 아픔' → 출력: '아급성기 진입. 풀ROM 스쿼트·계단 내려오기 2주 회피. 클램쉘 3×15·사이드 라잉 힙 어브덕션 3×15·미니 스쿼트(0~45°) 3×10·레그프레스 짧은 ROM 24kg(1RM 30%)부터. 4주 후 통증 NPRS≤2면 박스 스쿼트(평행)부터 점진 ROM 확장. 무릎 잠김/부종 새로 생기면 의뢰'",Powers 2017 BJSM consensus + Crossley 2016 BJSM Part 2 + Barton 2015 BJSM,https://pubmed.ncbi.nlm.nih.gov/29109118/,★★★
R10,행동 코칭,한국 직장인 시간 충돌·회식 대응,주간 일정 조정,Y,-,Y,"한국 임금근로자 주당 평균 근로시간 약 38~40시간(KOSIS), 회식 빈도 월 2~4회 보고. 회식 당일은 운동 패스 대신 익일 보강(20분 단축 세션) + 알코올 24시간 내 근비대 신호 -37% 감소 고려",사용자의 근무 형태 + 회식 일정(캘린더 연동) + 주당 운동 가능 일수,"회식 캘린더 감지 시: 당일은 휴식 권고 + 익일은 ""20분 압축 루틴""(메인 운동 3개 5x5만) 자동 제안. 주간 볼륨 -10~15% 자동 조정으로 미달 보강",사용자 '오늘 회식이라 운동 못 가요' → 챗봇 '내일 20분 압축 세션(스쿼트·벤치·로우 5x5)으로 주간 볼륨 92% 회복 가능. 음주 후 24시간은 근비대 신호가 줄어드니 폼 위주로'.,KOSIS 임금근로일자리 근로시간 통계 + 자체 룰 (Parr 2014 알코올·근단백질합성 참고),https://kosis.kr/statHtml/statHtml.do?orgId=118&tblId=DT_118N_PAYM55,★☆☆
