ID	분류	항목	적용 시점	운동 추천	실시간 코칭	지식베이스	핵심 룰 (한 줄)	입력값	출력값/동작	활용 예시	출처	URL	신뢰도
K05	회복	수면-근비대 관계	일일	Y	-	Y	성인 7~9h 권장. 6h 미만 4주 시 근감소·테스토스테론↓·인슐린저항↑	수면 시간 입력	수면 부족 시 강도 자동 하향	수면 5h 입력 → 그날 RPE -1, 볼륨 -20%	Knowles 2018 / Mah 2011	https://pubmed.ncbi.nlm.nih.gov/29422383/	★★★
K06	회복	수면 부족 → 부상 위험	세션 전	Y	Y	Y	<8h 수면 시 부상 위험 1.7배↑ (Milewski 청소년). 만성 부족은 ACWR 변동성↑	수면 데이터, 훈련 부하	부상 위험 알림	3일 연속 6h 미만 → 디로드 권고	Milewski 2014	https://pubmed.ncbi.nlm.nih.gov/25028798/	★★★
K07	회복	능동 회복 (active recovery)	세션 후 / 회복일	Y	-	Y	저강도 유산소(20~40% VO2max) 10~30분이 완전 휴식보다 회복 속도↑	사용자 피로도	능동 회복 처방	회복일에 가벼운 자전거/걷기 추천	Dupuy 2018 / Frontiers	https://www.frontiersin.org/articles/10.3389/fphys.2018.00403/full	★★★
K08	회복	근육통 (DOMS) 관리	세션 후	-	Y	Y	24~72h 피크. 가벼운 운동·마사지·온/냉찜질 효과 미미~보통. 7일+ 지속 시 부상 의심	통증 시작 시점, 강도	정상/이상 분류	7일+ 지속 통증 → 부상 신호 알림	Dupuy 2018	https://www.frontiersin.org/articles/10.3389/fphys.2018.00403/full	★★☆
K09	보충제	크레아틴 모노하이드레이트	일일	-	-	Y	5g/일 꾸준 섭취. 근력 +5~15%, 근비대 +1~2kg(4주). 안전성 최고. 로딩 불필요	사용자 보충제 사용 여부	크레아틴 권장	신규 사용자에게 1순위 보충제 안내	ISSN 2017 Position Stand	https://jissn.biomedcentral.com/articles/10.1186/s12970-017-0173-z	★★★
K10	보충제	카페인	세션 30~60분 전	-	-	Y	3~6mg/kg, 세션 30~60분 전. 근력·지구력 향상. 9mg+ 부작용. 저녁 세션 시 수면 영향	체중, 세션 시각	카페인 양/타이밍 처방	70kg 사용자 → 210~420mg	ISSN 2021	https://jissn.biomedcentral.com/articles/10.1186/s12970-020-00383-4	★★★
K11	보충제	베타알라닌	일일	-	-	Y	3~6g/일, 4주+ 누적. 1~4분 고강도 지속력↑ (10+렙·인터벌). 저렙 근력엔 효과 미미	사용자 목표(고렙/지구력)	권장 여부	근지구력/HIIT 사용자에게 추천	ISSN 2015	https://jissn.biomedcentral.com/articles/10.1186/s12970-015-0090-y	★★☆
K12	영양	한식 주식·곡류 단백질 환산	세션 외 / 식단 작성	-	-	Y	흰밥 1공기(210g) 약 6g | 잡곡밥 1공기(210g) 7~8g | 현미밥 1공기(210g) 6~7g | 흰죽 1공기(250g) 약 4g | 라면 1봉(120g) 약 10g | 칼국수 1그릇(700g) 약 18g | 우동 1그릇(700g) 약 14g | 짜장면 1그릇(800g) 약 27g | 짬뽕 1그릇(800g) 약 29g	섭취 식품·양 (한식 단위)	단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력	사용자 '오늘 점심 잡곡밥 한 공기 먹었어' → 챗봇 '단백질 약 7g 적립. 오늘 목표 112g 중 6%.'	농촌진흥청 국가표준식품성분DB 10.3	https://koreanfood.rda.go.kr/kfi/fct/fctIntro/list?menuId=PS03562	★★★
K13	영양	한식 단백질 반찬 환산	세션 외 / 식단 작성	-	-	Y	닭가슴살(생) 100g 23g | 소고기 등심 100g 16g | 소고기 사태 100g 22g | 돼지고기 목심 100g 17g | 돼지고기 안심 100g 21g | 삼겹살 100g 17g | 계란 1개(50g) 6g | 삶은계란 1개 6g | 두부 100g 8~10g | 청국장 100g 19g | 낫토 100g 19g | 콩(대두) 100g 36g	섭취 식품·양 (한식 단위)	단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력	사용자 '닭가슴살 200g 먹었음' → 챗봇 '단백질 약 46g. 70kg 사용자 목표(112g)의 41% 달성.'	농촌진흥청 국가표준식품성분DB 10.3 / 식약처 식품영양성분DB	https://various.foodsafetykorea.go.kr/nutrient/general/food/firstList.do	★★★
K14	영양	한식 국·찌개 단백질 환산	세션 외 / 식단 작성	-	-	Y	삼계탕 1인분(900g 통째) 약 96g | 삼계탕 살코기만(240g) 약 36g | 갈비탕 1인분(400g 국물 포함) 약 14g | 설렁탕 1인분(600g) 약 18~20g [확인 필요] | 김치찌개(돼지고기) 1인분(200g) 약 8.5g | 된장찌개 1인분(250g) 약 8~10g [확인 필요] | 순두부찌개 1인분(300g) 약 12g [확인 필요]	섭취 식품·양 (한식 단위)	단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력	사용자 '점심 갈비탕 먹음' → 챗봇 '단백질 약 14g. 국물보다 고기 양이 단백질 좌우. 추가 단백질 반찬 권장.'	공공데이터포털 전국통합식품영양성분(음식)표준데이터 / 식약처 식품안전나라	https://www.data.go.kr/data/15100070/standard.do	★★☆
K15	영양	분식·외식 단백질 환산	세션 외 / 식단 작성	-	-	Y	비빔밥 1인분(450g) 약 18~20g | 김밥 1줄(230g) 약 10~14g (속재료별 차이) | 떡볶이 1인분(200g) 약 7g | 짜장면 1그릇 약 27g | 짬뽕 1그릇 약 29g | 김치볶음밥 1인분(300g) 약 12g [확인 필요] | 제육볶음 1인분(250g) 약 30g | 후라이드치킨 1조각(100g 가식부) 약 22g [확인 필요] | 양념치킨 1조각(100g) 약 18g [확인 필요] | 국밥류 1인분 약 18~25g | 분식김밥(참치/불고기) 1줄 11~14g	섭취 식품·양 (한식 단위)	단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력	사용자 '비빔밥 한 그릇' → 챗봇 '단백질 약 19g. 계란/소고기 토핑 추가 시 +6~10g.'	공공데이터포털 전국통합식품영양성분(음식)표준데이터 / 식약처 식품안전나라	https://www.data.go.kr/data/15100070/standard.do	★★☆
K16	영양	편의점·간편식 단백질 환산	세션 외 / 식단 작성	-	-	Y	편의점 도시락 1개 평균 18~25g (브랜드별 라벨 확인 필수) | 일반 삼각김밥 1개 5~7g | GS25 프로틴 삼각김밥 약 10g | 컵밥 1개 약 15~22g [확인 필요] | 김밥(편의점) 1줄 10~14g | 컵라면 1개(70~90g) 약 7~9g | 셀렉스 프로틴음료 125ml 8g | 마이밀/하이뮨 등 일반 프로틴음료 250~300ml 약 18~25g (제품별 라벨 확인)	섭취 식품·양 (한식 단위)	단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력	사용자 '편의점 도시락+프로틴음료' → 챗봇 '평균 약 25g+15g=40g. 70kg 목표 112g의 36%.'	편의점 3사 영양정보 자율공시 (CU/GS25/세븐일레븐) / 매일유업 셀렉스 공식 공시	https://www.maeil.com/brand/view_brand1.jsp?dpid=A0000467	★☆☆
K17	영양	한국 단백질 보충 식품 환산	세션 외 / 식단 작성	-	-	Y	우유 200ml 약 6~7g | 두유 200ml 약 6~7g | 검은콩두유 190ml 4~9g (제품별) | 그릭요거트 100g 8~10g (필라이즈/매일유업) | 일반 플레인요거트 100g 약 4g | 아몬드 100g 약 21g (10알 약 1.5g) | 호두 100g 약 15g | 고등어(생) 100g 약 23g | 연어(생) 100g 약 21g | 명태 100g 약 18g | 캔참치(살코기) 100g 약 26g [확인 필요] | 멸치(자건) 100g 약 47g [확인 필요]	섭취 식품·양 (한식 단위)	단백질 g 환산값 → 일일 단백질 목표(K01) 달성률 계산 입력	사용자 '간식으로 그릭요거트 200g+아몬드 30g' → 챗봇 '단백질 약 16g+6g=22g. 운동 후 단백질 보충에 적합.'	농촌진흥청 국가표준식품성분DB 10.3 / 매일유업 셀렉스	https://koreanfood.rda.go.kr/kfi/fct/fctIntro/list?menuId=PS03562	★★★
K18	영양	한식 1회 제공량 표준 단위 환산 룰	세션 외 / 식단 작성	-	-	Y	밥 1공기=약 210g (식약처 권장 표준 1회량) | 국·찌개 1그릇=약 200~300g | 김밥 1줄=약 200~250g | 도시락 1개=약 350~500g | 고기 1인분(외식)=약 150~200g (가식부) | 회 1접시=약 150g | 면 1그릇=약 600~800g (국물 포함) | 닭가슴살 1조각(편의점)=약 100g | 계란 1개=약 50g(껍질 제외 45g) — 사용자가 양을 정확히 기억 못해도 표준 단위로 자동 환산	사용자 입력 (예: '밥 한 공기·치킨 두 조각')	정량 g → K12~K17 환산표 자동 매칭	사용자 '대충 한 공기' → 챗봇 자동 210g으로 환산 → 단백질 6g 적용	식약처 1회 섭취 참고량 가이드 / 농촌진흥청	https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?menu_no=3714&bbs_no=bbs420&ntctxt_no=1069325&menu_grp=MENU_NEW03	★★☆
L01	특수 모집단	월경주기와 훈련	주간	Y	Y	Y	여포기(1~14d): 강도/볼륨↑ 적합. 황체기(15~28d): 회복 느림, 강도 유지/볼륨↓. 개인차 큼	사용자 주기 데이터	주간 처방 조정	황체기 진입 시 자동 디로드성 조정	Wikström-Frisén 2017 / Sims 2023	https://pubmed.ncbi.nlm.nih.gov/26558833/	★★☆
L02	특수 모집단	노인 (50+) sarcopenia 대응	처방 전	Y	-	Y	주 2~3회 저항운동 필수. 8~12렙×2~3세트, 60~80% 1RM. 단백질 1.2~1.6g/kg+, 점진과부하 보수적	사용자 연령	노인용 처방 분기	60세+ 사용자 → 안전 첫 8주 적응기	ACSM 2026 / ESPEN	https://acsm.org/resistance-training-guidelines-update-2026/	★★★
L03	특수 모집단	청소년 가이드라인	처방 전	Y	-	Y	성장판 안전. 폼 우선, 6~15렙, 코치 감독 필수. 1RM 테스트 X, RPE 기반	사용자 연령	청소년용 처방 분기	17세 이하 → 1RM 테스트 잠금	NSCA Youth Position Statement	https://pubmed.ncbi.nlm.nih.gov/19620931/	★★★
L04	특수 모집단	초보/중급/고급 정의	초기 셋업	Y	-	Y	초보=훈련 <6개월, 매 세션 진보 가능. 중급=6개월~2년, 주간 진보. 고급=2년+, 메조사이클 단위	훈련 기간, 1RM 비율	레벨 분류	레벨 → 알고리즘 분기 (LP vs 자율조절 vs 블록)	Rippetoe (Practical Programming)	https://startingstrength.com/article/training_age	★★★
L05	특수 모집단	제2형 당뇨 운동 처방	사용자 프로필 등록 시 / 강도 처방 시	Y	Y	Y	빈도 유산소 3~7일/주(연속 2일 비활동 회피)+저항 2~3일/주 비연속일 | 강도 중강도 RPE5~7(40~60% HRR/VO2R, 50~70% HRmax) | 시간 유산소 150분/주(중강도) 또는 75분/주(고강도) · 저항 주요 근육군 8~10종목×1~3세트 | 형태 걷기·자전거·수영·기계식 저항 권장, 식후 30분 가벼운 걷기 = 식후혈당 변동↓ | 인슐린·SU계(글리메피리드/글리피지드) 복용자: 운동 전 혈당<100 mg/dL 시 탄수 15g 보충, 운동 중·후 저혈당 모니터 | 30분마다 일어서기/3~5분 가벼운 움직임 | 적색기(즉시 의뢰): 증식성 망막증·심한 비증식성 망막증→고강도/Valsalva/점프/머리숙임 동작 금지·안과 의뢰 / 자율신경병증·심한 신경병증·족부궤양→체중부하 운동 제한·내분비내과 의뢰 / 공복혈당>250 mg/dL+케톤 양성→운동 보류 / 저혈당 빈발(주 2회 이상) 또는 무자각성 저혈당→내분비내과 상담	진단명(제2형 당뇨), 복용 약물(인슐린·SU·메트포르민 등), 합병증(망막증/신증/신경병증/족부), HbA1c·공복혈당, 운동 가능 시간	FITT 권고(유산소 분/주·저항 회/주) + 회피 운동 리스트 + RPE 상한 + 운동 전후 혈당 모니터링 항목 + 의뢰 트리거 분기	사용자: "당뇨인데 데드리프트 해도 돼요?" → 챗봇: "제2형 당뇨이면서 망막·신장 합병증이 없다면 저항운동은 권장됩니다(주 2~3회). 다만 70kg 사용자 기준 RPE7 이하·8~12렙·세트 사이 호흡 정상 유지(Valsalva 회피)를 권고합니다. 인슐린/글리메피리드 복용 중이면 운동 시작 전 혈당 측정해 100 mg/dL 미만이면 탄수 15g(바나나 1/2개) 드시고 시작하세요. 망막증·심한 신경병증이 있다면 데드리프트는 피하고 내분비내과·안과 상담을 받으시는 것이 안전합니다."	ACSM Guidelines for Exercise Testing and Prescription 11th ed (2022) + ADA Standards of Care 2024 + 대한당뇨병학회 2023 진료지침	https://www.acsm.org/education-resources/books/guidelines-exercise-testing-prescription/	★★★
L06	특수 모집단	고혈압 운동 처방	사용자 프로필 등록 시 / 강도 처방 시	Y	Y	Y	빈도 유산소 5~7일/주(가능하면 매일)+저항 2~3일/주 | 강도 중강도 RPE4~6(40~60% VO2R/HRR) - 저항운동은 RPE6 이하·1RM 60~70%로 보수적 | 시간 유산소 30분/일(또는 누적), 주 90~150분 · 저항 주요 근육군 8~12렙×2~4세트 | 형태 걷기·자전거·수영 등 유산소 우선 + 가벼운 머신 저항(프리웨이트 1RM 이상 고중량 회피) | Valsalva(호흡 참기) 절대 회피 - 들어올릴 때 호기, 내릴 때 흡기 / 운동 중 SBP>250 또는 DBP>115 시 즉시 중단 | β-차단제 복용자: 심박수 둔화 → HR 대신 RPE로 강도 관리 / 이뇨제: 탈수·전해질 주의 / α-차단제: 운동 후 기립성 저혈압 위험 → 쿨다운 5분 필수 | 적색기(즉시 의뢰): 안정시 BP≥180/110 mmHg → 운동 보류·내과 진료 / 가슴통증·심한 두통·시야 흐림·호흡곤란·실신감 → 즉시 중단·119 또는 응급실 / 미조절 고혈압(BP>160/100 지속)·표적장기 손상 의심 → 심장내과 상담	진단명(고혈압 1·2기), 복용 약물(β-차단제·이뇨제·ACEi·ARB·CCB), 안정시 BP 최근치, 동반질환(CVD/당뇨)	FITT 권고 + Valsalva 회피 안내 + RPE 상한(저항 RPE6) + 약물별 주의사항 + 의뢰 트리거 + 운동 중 BP 모니터링 권고	사용자: "고혈압 약(베타차단제) 먹는데 데드리프트 괜찮나요?" → 챗봇: "안정시 혈압이 140/90 이하로 조절되고 있다면 데드리프트가 절대 금지는 아닙니다. 다만 70kg 사용자 기준 1RM 60% 이하(약 60kg)·8~12렙·RPE6 이하로 가볍게, 호흡은 들어올릴 때 "후" 내쉬기를 지키세요(호흡 참기는 혈압 급상승의 가장 큰 원인). 베타차단제는 심박수를 둔화시키므로 심박수 대신 RPE로 강도를 가늠하시고, 운동 후 어지러움이 오면 5분 이상 천천히 걷는 쿨다운을 하세요. 안정시 BP가 180/110을 넘는 날엔 운동을 미루고 내과 상담이 필요합니다."	ACSM Guidelines 11th ed (2022) + ACSM Pronouncement on Exercise & Hypertension 2023 + 대한고혈압학회 2022 진료지침	https://www.koreanhypertension.org/reference/guide?mode=read&idno=10081	★★★
L07	특수 모집단	이상지질혈증·대사증후군 운동 처방	사용자 프로필 등록 시 / 강도 처방 시	Y	Y	Y	빈도 유산소 5~7일/주(가능하면 매일)+저항 2~3일/주(비연속일)+유연성 2~3일/주 | 강도 중강도 RPE4~6(40~70% HRR, HRmax 55~75%) - 체중감량 목표 시 강도보다 시간 우선 | 시간 유산소 30~60분/일·주 200~300분(체중감량/지질개선 최적), 최소 150분 · 주당 칼로리 소비 1,000~2,000 kcal | 형태 걷기·조깅·자전거·수영(유산소) + 상하지·체간 기계식 저항(주요 근육군) | 동반 위험인자(고혈압·당뇨·CVD)에 따라 L05/L06 안전기준 중복 적용 | 적색기(즉시 의뢰): 가족성 고콜레스테롤(LDL>190)·기왕 심혈관질환(MI/PCI/뇌졸중)·당뇨+50세 이상·운동 중 가슴통증/턱·왼팔 방사통/심한 호흡곤란 → 운동 시작 전 심혈관내과 운동부하검사 권고 / 미조절 대사증후군(혈압>180/110, 공복혈당>250) → 내과 의뢰 후 운동 시작	진단명(이상지질혈증·대사증후군), 지질 패널(LDL/HDL/TG), 복용 약물(스타틴·에제티미브·페노피브레이트), 동반질환, BMI/허리둘레	FITT 권고 + 주 칼로리 소비 목표 + 동반질환 시 L05/L06 규칙 중복 적용 + 의뢰 트리거	사용자: "중성지방 280인데 어떤 운동을 얼마나 해야 하나요?" → 챗봇: "중성지방 개선에는 유산소가 가장 효과적입니다. 빨리걷기·자전거·수영을 주 5일 이상, 회당 30~60분, 주 합계 200~300분을 권고합니다(중강도 RPE5 정도). 여기에 주 2~3회 저항운동을 더하면 LDL이 추가로 약 10% 더 낮아진다는 보고가 있습니다. 70kg 기준 주당 1,000~2,000 kcal 소비가 지질 개선 최적 구간입니다. 단, 가족성 고콜레스테롤(LDL>190)이거나 심혈관질환 이력이 있다면 시작 전 심장내과 운동부하검사를 받으시는 것이 안전합니다."	ACSM Guidelines 11th ed (2022) + 한국지질·동맥경화학회 이상지질혈증 진료지침 5판 (2022)	https://www.lipid.or.kr/uploaded/board/guideline/_50e8f3527d0798a82a29b8ef6c363cce2.pdf	★★★
L08	특수 모집단	골관절염(무릎·고관절) 운동 처방	사용자 프로필 등록 시 / 강도 처방 시	Y	Y	Y	빈도 저항(근력) 2~3일/주+유산소 3~5일/주+유연성/모빌리티 매일 | 강도 저항운동 RPE5~7(60~70% 1RM, 통증 NRS≤4 유지) - 통증 NRS>5면 즉시 강도/ROM 감량 | 시간 저항 8~10종목×8~15렙×1~3세트, 회당 30~60분 · 유산소 회당 20~30분(주 150분 목표) | 형태 핵심: 구조화된 지상 운동 프로그램(land-based) - 대퇴사두근/둔근/체간 강화·유산소(걷기·자전거·수영)·기능적 균형. 무릎 OA는 수중운동 추가 권고(체중부하↓). 태극권 권고(ACR 강력) | 회피: 통증 유발하는 깊은 스쿼트(>90도 굴곡)·점프/착지·갑작스런 방향전환·중량 런지 - 점진적 ROM 확장 | 동반 GI/CV 질환 시 NSAIDs 사용 보수적, 운동요법 우선 | 적색기(정형외과 의뢰): 야간통(잠 깨는 통증)·관절 잠김(locking)·갑작스런 무력감(giving way)·관절 발적·발열·외상성 부종·6주+ 보존치료에도 통증/기능 악화 → 정형외과 평가	진단명(무릎/고관절 OA), 통증 NRS(0~10), 발병 부위, 동반질환(GI·CV), 보행/계단 가능 여부, BMI	FITT 권고(통증 NRS 기반 강도 캡) + 회피 동작 리스트 + 수중운동/태극권 옵션 + 정형외과 의뢰 트리거	사용자: "무릎관절염 진단받았는데 스쿼트 해도 되나요?" → 챗봇: "무릎 OA의 핵심 치료는 대퇴사두근 강화 + 유산소이며, 운동은 OARSI·ACR 모두 가장 강력하게 권고합니다. 스쿼트는 가능하지만 깊이는 무릎 90도까지 제한, 통증 NRS 4 이하로 유지하세요. 70kg 사용자 기준 박스 스쿼트 빈 봉~20kg×10렙×3세트, RPE6 이내로 시작해 2주마다 5% 점진 증가를 권고합니다. 통증이 NRS 5 이상이면 즉시 의자 스쿼트(부분 ROM)·레그 익스텐션 머신으로 대체하세요. 무릎이 잠기거나 갑자기 힘이 빠지는 느낌, 밤에 잠을 깰 정도의 통증, 발열·발적이 있다면 즉시 정형외과 진료가 필요합니다. 수중운동(아쿠아 워킹)과 태극권도 강력 권고됩니다."	OARSI 2019 (Bannuru) + ACR 2019 (Kolasinski) + ACSM Guidelines 11th ed (2022) + 대한정형외과학회 무릎관절염 자료	https://www.oarsijournal.com/article/S1063-4584(19)31116-1/fulltext	★★★
M01	측정/평가	체성분 측정 도구	4~6주	-	-	Y	DEXA(±2%) > BIA(±5%) > 줄자/사진 > 체중계. 일관성 > 정확도. 같은 시각·조건 측정	사용자 측정 환경	측정 도구 권장	4주마다 사진+줄자 자동 알림	ACSM	https://www.acsm.org/	★★★
M03	측정/평가	1RM 측정 방법	초기 셋업 / 정기 평가	Y	-	Y	직접 1RM=가장 정확, 부상 위험. AMRAP×Epley/Brzycki=±5% 정확. 초보·고령은 추정만	사용자 레벨, 위험 허용도	측정 방법 분기	중급+ → 8주마다 AMRAP / 고급 → 1RM 테스트 옵션	Reynolds 2006 / NSCA	https://pubmed.ncbi.nlm.nih.gov/16937972/	★★★
N01	생리학	근비대 3 메커니즘	KB	-	-	Y	Mechanical tension(주요) · Metabolic stress(보조) · Muscle damage(부수). Tension이 핵심 드라이버	-	처방 알고리즘 가중치	tension 우선 → 풀ROM·진보적 과부하 알고리즘	Schoenfeld 2010 / Wackerhage 2019	https://pubmed.ncbi.nlm.nih.gov/20847704/	★★★
N02	생리학	신경 적응 vs 근비대 적응	KB	Y	-	Y	초보 4~8주: 주로 신경 적응(근력↑·사이즈 거의 X). 8주+: 근비대 시작. 고급은 비대 위주	훈련 기간	사용자 기대값 조정	신규 사용자에게 '4주 후 사이즈 변화 작음' 안내	Sale 1988 / Counts 2017	https://pubmed.ncbi.nlm.nih.gov/3057313/	★★★
N03	생리학	운동 호르몬 반응	KB	-	-	Y	급성 테스토스테론·GH 상승은 근비대와 약한 상관. 만성 코르티솔↑은 회복 저하. "호르몬 부스팅" 마케팅 주의	-	사용자 교육 콘텐츠	'레그데이로 테스토 폭증' 같은 미신 정정	Morton 2016 (J Appl Physiol)	https://pubmed.ncbi.nlm.nih.gov/27174923/	★★★
N04	생리학	근섬유 타입 (Type I/II)	KB	Y	-	Y	Type II(속근)도 고렙(15+)에서 비대. Type I(지근)도 모든 렙 범위 비대. '저렙=속근' 단순화 오류	-	렙범위 권장 폭 확장	근비대 6~30렙 모두 효과적임을 사용자 교육	Schoenfeld 2021	https://pmc.ncbi.nlm.nih.gov/articles/PMC7927075/	★★★
O01	카디오	근력+유산소 간섭효과	주간	Y	-	Y	주 3회 미만/30분 이하 카디오는 근력 간섭 미미. 같은 날엔 근력 먼저 또는 6h+ 분리	사용자 카디오 빈도/시간	간섭 위험 평가	매일 1시간 러닝+근력 → 분리 권장 알림	Wilson 2012 메타분석	https://pubmed.ncbi.nlm.nih.gov/22002517/	★★★
O02	카디오	HIIT vs LISS	주간	Y	-	Y	HIIT=시간 효율, 회복 부담↑. LISS=회복 쉬움, 시간 길음. 근력 유저는 LISS 우선	사용자 가용 시간, 회복 상태	카디오 종류 추천	주 5회 근력 → LISS 30분 / 시간 부족 → HIIT 15분	Schoenfeld / Helms	https://www.strongerbyscience.com/concurrent-training/	★★★
O03	카디오	카디오 타이밍	세션 전후	Y	-	Y	근력 우선이면: 근력 후 카디오 또는 별도 세션. 다른 날 분리가 최선. 같은 부위 카디오 회피	세션 구성	카디오 배치 추천	다리 운동 후 러닝 자동 차단	Robineau 2016	https://pubmed.ncbi.nlm.nih.gov/25546450/	★★☆
P01	스트레칭	운동 전 스트레칭 (정/동적)	세션 전	Y	-	Y	운동 전 정적 스트레칭(60s+)은 근력↓. 동적 스트레칭이 워밍업에 우월. 정적은 운동 후/별도 세션	세션 시점	워밍업 시퀀스 제외/포함	RAMP 워밍업 시 정적 스트레칭 자동 제외	Behm 2016 메타분석	https://pubmed.ncbi.nlm.nih.gov/26642915/	★★★
P02	스트레칭	PNF 스트레칭	세션 후 / 회복일	Y	-	Y	Contract-relax-contract 패턴. 정적/동적보다 ROM 향상 우월. 단 파트너 필요	사용자 환경	PNF vs 일반 스트레칭 분기	모빌리티 부족 부위 PNF 처방	Hindle 2012	https://pubmed.ncbi.nlm.nih.gov/23487249/	★★☆
P03	스트레칭	자가근막이완 (SMR/폼롤러)	세션 전후	Y	-	Y	30~60s/부위. 운동 전: ROM↑, 근력 영향 없음. 운동 후: DOMS 약간 감소	세션 시점	폼롤러 시퀀스	워밍업에 30s/근육군 폼롤러 자동 추가	Wiewelhove 2019 메타	https://www.frontiersin.org/articles/10.3389/fphys.2019.00376/full	★★★
P04	스트레칭	관절 모빌리티 워크	세션 전 / 회복일	Y	Y	Y	고관절·발목·흉추 모빌리티 부족이 컴파운드 폼 에러 주원인. 부위별 동적 모빌리티 5~10분	폼 분석 결과	부위별 모빌리티 처방	스쿼트 깊이 부족 → 발목/고관절 모빌리티 자동 처방	Page 2012 (스트레칭·모빌리티 리뷰)	https://pmc.ncbi.nlm.nih.gov/articles/PMC3273886/	★★☆
Q01	부상 관리	급성 부상 처치 (PEACE & LOVE)	부상 후	-	Y	Y	급성기(0~3d): Protect·Elevate·Avoid anti-inflam·Compress·Educate. 후속: Load·Optimism·Vascular·Exercise. RICE는 구식	부상 시점, 부위	단계별 가이드	급성 부상 입력 → 자동 단계 안내	Dubois 2019 BJSM	https://bjsm.bmj.com/content/54/2/72	★★★
Q02	부상 관리	부상 복귀 단계	부상 후	Y	-	Y	1: 통증 0/10 휴식 → 2: 가동범위 회복 → 3: 무통 저강도 부하 → 4: 점진 부하 → 5: 복귀. 단계당 통증 0 확인	부상 단계, 통증 점수	다음 단계 진행 여부	부상 복귀 자동 단계 진행	BJSM Return-to-Sport	https://bjsm.bmj.com/content/50/14/853	★★★
Q03	부상 관리	운동 복귀 기준	복귀 시점	Y	-	Y	①ROM 정상 ②양측 근력차 <10% ③무통 컴파운드 가능 ④2주 무통 유지. 4개 충족 후 복귀	측정 데이터	복귀 가능 여부	4개 체크리스트로 자동 복귀 판정	Ardern 2016	https://bjsm.bmj.com/content/50/14/853	★★★
Q04	부상 관리	요추 통증 단계별 프로토콜	통증 발생 시 / 재활 단계별	Y	-	Y	급성 0~3일: 침상안정 회피, 통증 허용 범위 내 일상 활동 유지·통증 중심화 반응 보이는 자세(McKenzie 신전 우선) 탐색 | 아급성 3~14일: 그룹/개별 운동요법(스트레칭·근력·유산소·운동조절) 시작, 신경역동 운동·도수치료는 운동의 보조로만 | 복귀 14일~: 글루트·코어 활성화 후 힙힌지 재학습, 데드/스쿼트는 추정 1RM의 30%부터 주 +10% 이내 점진. 적색기(다리 양측 저림·안장마비·괄약근/배뇨이상·발열·암 병력 동반 통증·외상 후 통증)→즉시 의료기관 의뢰	통증 부위·강도(NPRS 0~10)·발생 동작·일수·다리 저림 유무	단계 분류 + 허용/회피 운동 리스트 + 재시작 무게 % + 의뢰 사유	사용자: '데드 110kg 후 허리 통증 NPRS 6, 어제 발생' → 출력: '급성기. 오늘은 가벼운 보행·골반 틸트·McKenzie 엎드려 신전 5×10회 시도. 데드/스쿼트 일시 중지. 3일 후 통증 NPRS 3 이하면 30kg(추정 1RM 30%)부터 RDL 재개. 다리 저림이 종아리 아래로 내려가거나 양측이면 의료기관 상담'	NICE NG59 (2016/2020 surveillance) + Foster 2018 Lancet LBP series	https://www.nice.org.uk/guidance/ng59	★★★
Q05	부상 관리	어깨 임핀지·회전근개 통증(RCRSP) 단계별 프로토콜	통증 발생 시 / 재활 단계별	Y	-	Y	급성 0~7일: 통증 유발 동작(오버헤드·behind-the-neck·딥 호리젠탈 어덕션) 회피, 통증 허용 ROM 내 진자운동·견갑 후퇴/하강 활성 | 아급성 1~6주: 점진적 근력부하(통증 NPRS≤4 허용)—외회전 강화(밴드 ER), 견갑 안정화(서라투스 펀치·로우), 후방관절낭 스트레칭(sleeper/cross-body), GIRD 교정 | 복귀 6주~: 어깨 압박 운동(벤치·OHP·풀업)을 추정 1RM 30%부터 점진(주 +10%), 오버헤드는 통증 0/10 + 외회전 좌우차 <10% 확인 후. 적색기(외상 후 거상 불가·진행성 위약·야간통+종괴·발열·상지 신경학적 결손)→정형외과 의뢰	통증 부위·강도(NPRS)·유발 동작·외상 유무	단계 분류 + 허용/회피 운동 리스트 + 재시작 무게 % + 의뢰 사유	사용자: '오버헤드 프레스 50kg 셋업 시 어깨 앞쪽 찌릿 NPRS 5' → 출력: '급성기. 오버헤드 1주 중지, behind-the-neck·업라이트 로우도 회피. 대신 풀업 행잉·진자운동·밴드 외회전 3×15. 1주 후 통증 감소 시 덤벨 OHP를 1RM 30%부터 재시작, 견갑 후퇴/하강 셋업 강조. 야간통이 심해지거나 팔 들 수 없으면 의뢰'	Lewis 2016 Man Ther + Cools 2015 Braz J Phys Ther	https://pubmed.ncbi.nlm.nih.gov/27083390/	★★★
